"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001450605","Census Tract 4506.05, Alameda County, California","1346","121","null","null","63","null","42","null","104","null","43","null","296","null","93","null","11","null","18","null","(X)","(X)","(X)","(X)","4.7","null","3.1","null","7.7","null","3.2","null","22.0","null","6.7","null","0.8","null","1.4","null","90","null","58","null","0","null","13","null","15","null","20","null","75","null","58","null","0","13","null","null","6.7","4.1","null","null","0.0","null","41.5","null","14.4","19.3","null","null","25.3","16.2","null","null","0.0","99.2","null","null",
"1400000US06001450606","Census Tract 4506.06, Alameda County, California","2019","171","null","null","46","null","38","null","273","null","111","null","433","null","148","null","27","null","32","null","(X)","(X)","(X)","(X)","2.3","null","1.9","null","13.5","null","5.1","null","21.4","null","6.5","null","1.3","null","1.6","null","64","null","43","null","0","null","19","null","18","null","30","null","46","null","32","null","0","19","null","null","3.2","2.1","null","null","0.0","null","48.5","null","6.6","10.5","null","null","10.6","7.4","null","null","0.0","63.3","null","null",
"1400000US06001450607","Census Tract 4506.07, Alameda County, California","2299","242","null","null","251","null","124","null","513","null","176","null","299","null","127","null","25","null","31","null","(X)","(X)","(X)","(X)","10.9","null","5.2","null","22.3","null","7.0","null","13.0","null","5.9","null","1.1","null","1.3","null","123","null","93","null","0","null","19","null","88","null","90","null","35","null","42","null","0","19","null","null","5.4","4.0","null","null","0.0","null","14.7","null","17.2","16.1","null","null","11.7","12.9","null","null","0.0","65.8","null","null",
"1400000US06001450608","Census Tract 4506.08, Alameda County, California","1413","122","null","null","87","null","63","null","250","null","118","null","391","null","108","null","0","null","13","null","(X)","(X)","(X)","(X)","6.2","null","4.5","null","17.7","null","7.9","null","27.7","null","7.1","null","0.0","null","2.8","null","57","null","52","null","0","null","13","null","3","null","10","null","54","null","51","null","0","13","null","null","4.0","3.7","null","null","0.0","null","34.9","null","1.2","3.9","null","null","13.8","12.3","null","null","-","**","**","-",
"1400000US06001450609","Census Tract 4506.09, Alameda County, California","1886","197","null","null","117","null","84","null","193","null","101","null","311","null","90","null","80","null","99","null","(X)","(X)","(X)","(X)","6.2","null","4.4","null","10.2","null","5.3","null","16.5","null","5.0","null","4.2","null","5.3","null","41","null","39","null","0","null","13","null","0","null","13","null","41","null","39","null","0","13","null","null","2.2","2.1","null","null","0.0","null","28.2","null","0.0","18.6","null","null","13.2","11.8","null","null","0.0","36.7","null","null",
"1400000US06001450701","Census Tract 4507.01, Alameda County, California","2633","259","null","null","100","null","74","null","485","null","165","null","612","null","205","null","47","null","70","null","(X)","(X)","(X)","(X)","3.8","null","2.8","null","18.4","null","6.2","null","23.2","null","6.9","null","1.8","null","2.6","null","138","null","87","null","7","null","12","null","0","null","19","null","131","null","86","null","0","19","null","null","5.2","3.4","null","null","7.0","null","14.0","null","0.0","7.9","null","null","21.4","12.7","null","null","0.0","48.0","null","null",
"1400000US06001450741","Census Tract 4507.41, Alameda County, California","1982","145","null","null","208","null","81","null","260","null","91","null","265","null","73","null","11","null","17","null","(X)","(X)","(X)","(X)","10.5","null","4.1","null","13.1","null","4.5","null","13.4","null","3.7","null","0.6","null","0.8","null","170","null","103","null","56","null","55","null","8","null","13","null","106","null","70","null","0","19","null","null","8.6","5.2","null","null","26.9","null","27.9","null","3.1","5.0","null","null","40.0","21.7","null","null","0.0","99.2","null","null",
"1400000US06001450742","Census Tract 4507.42, Alameda County, California","2030","193","null","null","79","null","46","null","223","null","86","null","428","null","101","null","7","null","11","null","(X)","(X)","(X)","(X)","3.9","null","2.3","null","11.0","null","4.2","null","21.1","null","4.8","null","0.3","null","0.6","null","136","null","84","null","0","null","19","null","48","null","51","null","88","null","65","null","0","19","null","null","6.7","4.1","null","null","0.0","null","36.9","null","21.5","20.0","null","null","20.6","12.6","null","null","0.0","100.0","null","null",
"1400000US06001450743","Census Tract 4507.43, Alameda County, California","2668","153","null","null","155","null","85","null","551","null","147","null","925","null","156","null","19","null","28","null","(X)","(X)","(X)","(X)","5.8","null","3.1","null","20.7","null","5.5","null","34.7","null","5.6","null","0.7","null","1.1","null","250","null","101","null","9","null","15","null","48","null","46","null","193","null","88","null","0","19","null","null","9.4","3.7","null","null","5.8","null","9.8","null","8.7","8.3","null","null","20.9","8.7","null","null","0.0","75.5","null","null",
"1400000US06001450744","Census Tract 4507.44, Alameda County, California","2071","182","null","null","132","null","68","null","197","null","78","null","411","null","125","null","0","null","19","null","(X)","(X)","(X)","(X)","6.4","null","3.5","null","9.5","null","3.7","null","19.8","null","5.9","null","0.0","null","1.9","null","86","null","52","null","0","null","19","null","0","null","19","null","86","null","52","null","0","19","null","null","4.2","2.5","null","null","0.0","null","25.7","null","0.0","18.3","null","null","20.9","13.4","null","null","-","**","**","-",
"1400000US06001450745","Census Tract 4507.45, Alameda County, California","2229","241","null","null","54","null","46","null","530","null","237","null","825","null","196","null","0","null","19","null","(X)","(X)","(X)","(X)","2.4","null","2.0","null","23.8","null","9.4","null","37.0","null","8.3","null","0.0","null","1.8","null","228","null","111","null","0","null","19","null","92","null","88","null","136","null","66","null","0","19","null","null","10.2","4.9","null","null","0.0","null","44.8","null","17.4","14.4","null","null","16.5","8.8","null","null","-","**","**","-",
"1400000US06001450746","Census Tract 4507.46, Alameda County, California","1212","87","null","null","59","null","43","null","209","null","97","null","180","null","51","null","0","null","13","null","(X)","(X)","(X)","(X)","4.9","null","3.6","null","17.2","null","7.3","null","14.9","null","4.3","null","0.0","null","3.2","null","86","null","43","null","0","null","13","null","21","null","22","null","65","null","39","null","0","13","null","null","7.1","3.7","null","null","0.0","null","42.8","null","10.0","11.7","null","null","36.1","21.4","null","null","-","**","**","-",
"1400000US06001450750","Census Tract 4507.50, Alameda County, California","2579","280","null","null","158","null","78","null","361","null","127","null","1154","null","256","null","31","null","25","null","(X)","(X)","(X)","(X)","6.1","null","3.0","null","14.0","null","4.6","null","44.7","null","6.8","null","1.2","null","1.0","null","410","null","217","null","48","null","51","null","29","null","35","null","310","null","200","null","23","25","null","null","15.9","7.2","null","null","30.4","null","26.9","null","8.0","9.3","null","null","26.9","13.3","null","null","74.2","43.4","null","null",
"1400000US06001450751","Census Tract 4507.51, Alameda County, California","3541","319","null","null","131","null","72","null","858","null","212","null","1788","null","240","null","35","null","29","null","(X)","(X)","(X)","(X)","3.7","null","2.0","null","24.2","null","5.3","null","50.5","null","5.7","null","1.0","null","0.8","null","228","null","107","null","0","null","21","null","65","null","84","null","163","null","70","null","0","21","null","null","6.4","3.1","null","null","0.0","null","25.8","null","7.6","9.9","null","null","9.1","3.9","null","null","0.0","55.6","null","null",
"1400000US06001450752","Census Tract 4507.52, Alameda County, California","2563","190","null","null","181","null","112","null","732","null","181","null","847","null","157","null","46","null","38","null","(X)","(X)","(X)","(X)","7.1","null","4.2","null","28.6","null","6.5","null","33.0","null","5.8","null","1.8","null","1.5","null","107","null","54","null","0","null","19","null","0","null","19","null","107","null","54","null","0","19","null","null","4.2","2.1","null","null","0.0","null","19.7","null","0.0","5.3","null","null","12.6","6.1","null","null","0.0","48.5","null","null",
"1400000US06001451102","Census Tract 4511.02, Alameda County, California","1281","127","null","null","140","null","68","null","134","null","96","null","93","null","50","null","10","null","17","null","(X)","(X)","(X)","(X)","10.9","null","5.3","null","10.5","null","7.1","null","7.3","null","3.9","null","0.8","null","1.3","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","3.1","null","null","0.0","null","24.5","null","0.0","25.4","null","null","0.0","33.4","null","null","0.0","100.0","null","null",
"1400000US06001451103","Census Tract 4511.03, Alameda County, California","438","139","null","null","24","null","34","null","0","null","13","null","0","null","13","null","27","null","38","null","(X)","(X)","(X)","(X)","5.5","null","7.8","null","0.0","null","8.7","null","0.0","null","8.7","null","6.2","null","9.0","null","6","null","18","null","6","null","18","null","0","null","13","null","0","null","13","null","0","13","null","null","1.4","4.2","null","null","25.0","null","61.2","null","-","**","**","-","-","**","**","-","0.0","63.3","null","null",
"1400000US06001451104","Census Tract 4511.04, Alameda County, California","2166","209","null","null","209","null","157","null","223","null","109","null","419","null","121","null","0","null","19","null","(X)","(X)","(X)","(X)","9.6","null","6.7","null","10.3","null","5.0","null","19.3","null","5.4","null","0.0","null","1.8","null","33","null","35","null","0","null","19","null","19","null","28","null","14","null","22","null","0","19","null","null","1.5","1.6","null","null","0.0","null","17.3","null","8.5","12.9","null","null","3.3","5.3","null","null","-","**","**","-",
"1400000US06001451201","Census Tract 4512.01, Alameda County, California","2823","317","null","null","371","null","201","null","177","null","81","null","257","null","121","null","0","null","19","null","(X)","(X)","(X)","(X)","13.1","null","6.8","null","6.3","null","2.9","null","9.1","null","4.2","null","0.0","null","1.4","null","60","null","64","null","0","null","19","null","8","null","18","null","52","null","60","null","0","19","null","null","2.1","2.3","null","null","0.0","null","10.2","null","4.5","9.8","null","null","20.2","20.4","null","null","-","**","**","-",
"1400000US06001451202","Census Tract 4512.02, Alameda County, California","2064","246","null","null","164","null","129","null","250","null","153","null","371","null","154","null","14","null","22","null","(X)","(X)","(X)","(X)","7.9","null","5.9","null","12.1","null","6.8","null","18.0","null","7.1","null","0.7","null","1.1","null","110","null","76","null","10","null","16","null","0","null","19","null","100","null","73","null","0","19","null","null","5.3","3.7","null","null","6.1","null","10.2","null","0.0","14.7","null","null","27.0","18.7","null","null","0.0","87.9","null","null",
"1400000US06001451300","Census Tract 4513, Alameda County, California","2355","331","null","null","215","null","139","null","109","null","71","null","114","null","77","null","37","null","37","null","(X)","(X)","(X)","(X)","9.1","null","5.7","null","4.6","null","3.0","null","4.8","null","3.3","null","1.6","null","1.6","null","28","null","37","null","5","null","8","null","0","null","19","null","23","null","37","null","0","19","null","null","1.2","1.6","null","null","2.3","null","4.4","null","0.0","29.8","null","null","20.2","29.7","null","null","0.0","54.1","null","null",
"1400000US06001451401","Census Tract 4514.01, Alameda County, California","2327","281","null","null","582","null","319","null","76","null","65","null","143","null","98","null","42","null","58","null","(X)","(X)","(X)","(X)","25.0","null","11.8","null","3.3","null","2.8","null","6.1","null","4.4","null","1.8","null","2.5","null","198","null","256","null","163","null","250","null","13","null","22","null","22","null","38","null","0","19","null","null","8.5","10.3","null","null","28.0","null","35.1","null","17.1","30.8","null","null","15.4","25.0","null","null","0.0","50.8","null","null",
