"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001428600","Census Tract 4286, Alameda County, California","1643","218","null","null","84","null","54","null","45","null","38","null","502","null","200","null","0","null","13","null","(X)","(X)","(X)","(X)","5.1","null","3.3","null","2.7","null","2.3","null","30.6","null","9.9","null","0.0","null","2.4","null","121","null","69","null","23","null","35","null","0","null","13","null","98","null","58","null","0","13","null","null","7.4","4.3","null","null","27.4","null","34.2","null","0.0","49.0","null","null","19.5","12.6","null","null","-","**","**","-",
"1400000US06001428700","Census Tract 4287, Alameda County, California","1418","117","null","null","145","null","55","null","42","null","33","null","357","null","78","null","81","null","65","null","(X)","(X)","(X)","(X)","10.2","null","3.9","null","3.0","null","2.3","null","25.2","null","5.2","null","5.7","null","4.4","null","71","null","45","null","0","null","13","null","0","null","13","null","53","null","34","null","18","30","null","null","5.0","3.2","null","null","0.0","null","23.8","null","0.0","50.8","null","null","14.8","9.4","null","null","22.2","33.2","null","null",
"1400000US06001430101","Census Tract 4301.01, Alameda County, California","2257","317","null","null","111","null","82","null","453","null","296","null","687","null","142","null","18","null","30","null","(X)","(X)","(X)","(X)","4.9","null","3.6","null","20.1","null","11.0","null","30.4","null","6.9","null","0.8","null","1.3","null","202","null","105","null","0","null","19","null","0","null","19","null","184","null","100","null","18","30","null","null","8.9","4.6","null","null","0.0","null","29.4","null","0.0","8.4","null","null","26.8","13.9","null","null","100.0","77.5","null","null",
"1400000US06001430102","Census Tract 4301.02, Alameda County, California","959","118","null","null","97","null","64","null","69","null","31","null","131","null","45","null","4","null","7","null","(X)","(X)","(X)","(X)","10.1","null","6.1","null","7.2","null","3.2","null","13.7","null","5.1","null","0.4","null","0.8","null","50","null","53","null","32","null","52","null","5","null","8","null","13","null","13","null","0","13","null","null","5.2","5.2","null","null","33.0","null","39.9","null","7.2","11.0","null","null","9.9","9.8","null","null","0.0","100.0","null","null",
"1400000US06001430200","Census Tract 4302, Alameda County, California","2359","202","null","null","156","null","92","null","145","null","81","null","476","null","101","null","0","null","19","null","(X)","(X)","(X)","(X)","6.6","null","3.9","null","6.1","null","3.4","null","20.2","null","4.6","null","0.0","null","1.7","null","81","null","63","null","0","null","19","null","23","null","36","null","58","null","51","null","0","19","null","null","3.4","2.6","null","null","0.0","null","22.4","null","15.9","23.5","null","null","12.2","10.2","null","null","-","**","**","-",
"1400000US06001430300","Census Tract 4303, Alameda County, California","1334","128","null","null","119","null","59","null","140","null","79","null","174","null","50","null","0","null","13","null","(X)","(X)","(X)","(X)","8.9","null","4.5","null","10.5","null","5.6","null","13.0","null","3.7","null","0.0","null","3.0","null","76","null","45","null","0","null","13","null","31","null","29","null","45","null","30","null","0","13","null","null","5.7","3.3","null","null","0.0","null","27.9","null","22.1","21.2","null","null","25.9","17.6","null","null","-","**","**","-",
"1400000US06001430400","Census Tract 4304, Alameda County, California","736","64","null","null","31","null","19","null","15","null","13","null","161","null","68","null","7","null","10","null","(X)","(X)","(X)","(X)","4.2","null","2.6","null","2.0","null","1.8","null","21.9","null","7.7","null","1.0","null","1.3","null","22","null","18","null","0","null","13","null","0","null","13","null","22","null","18","null","0","13","null","null","3.0","2.5","null","null","0.0","null","59.1","null","0.0","84.9","null","null","13.7","12.1","null","null","0.0","100.0","null","null",
"1400000US06001430500","Census Tract 4305, Alameda County, California","2072","214","null","null","196","null","62","null","78","null","54","null","481","null","211","null","79","null","87","null","(X)","(X)","(X)","(X)","9.5","null","3.2","null","3.8","null","2.6","null","23.2","null","8.8","null","3.8","null","4.1","null","258","null","207","null","0","null","19","null","0","null","19","null","237","null","204","null","21","34","null","null","12.5","9.1","null","null","0.0","null","18.4","null","0.0","37.2","null","null","49.3","25.3","null","null","26.6","53.1","null","null",
"1400000US06001430600","Census Tract 4306, Alameda County, California","2289","343","null","null","135","null","64","null","102","null","85","null","474","null","177","null","39","null","43","null","(X)","(X)","(X)","(X)","5.9","null","2.9","null","4.5","null","3.8","null","20.7","null","7.2","null","1.7","null","1.9","null","201","null","167","null","17","null","26","null","0","null","19","null","184","null","164","null","0","19","null","null","8.8","6.9","null","null","12.6","null","20.6","null","0.0","31.3","null","null","38.8","23.7","null","null","0.0","52.7","null","null",
"1400000US06001430700","Census Tract 4307, Alameda County, California","1371","105","null","null","153","null","68","null","62","null","45","null","299","null","92","null","18","null","26","null","(X)","(X)","(X)","(X)","11.2","null","4.7","null","4.5","null","3.2","null","21.8","null","6.1","null","1.3","null","1.9","null","119","null","59","null","14","null","22","null","18","null","24","null","82","null","51","null","5","11","null","null","8.7","4.1","null","null","9.2","null","14.1","null","29.0","31.3","null","null","27.4","15.2","null","null","27.8","72.2","null","null",
"1400000US06001430800","Census Tract 4308, Alameda County, California","2083","208","null","null","246","null","164","null","136","null","86","null","574","null","148","null","26","null","42","null","(X)","(X)","(X)","(X)","11.8","null","7.2","null","6.5","null","4.3","null","27.6","null","7.0","null","1.2","null","2.0","null","243","null","110","null","22","null","37","null","7","null","17","null","188","null","91","null","26","42","null","null","11.7","5.2","null","null","8.9","null","17.3","null","5.1","12.7","null","null","32.8","15.3","null","null","100.0","64.5","null","null",
"1400000US06001430900","Census Tract 4309, Alameda County, California","1815","182","null","null","350","null","137","null","83","null","50","null","305","null","91","null","108","null","77","null","(X)","(X)","(X)","(X)","19.3","null","6.5","null","4.6","null","2.8","null","16.8","null","5.2","null","6.0","null","4.2","null","221","null","71","null","83","null","57","null","35","null","32","null","94","null","47","null","9","17","null","null","12.2","4.0","null","null","23.7","null","16.1","null","42.2","28.2","null","null","30.8","12.6","null","null","8.3","15.4","null","null",
"1400000US06001431000","Census Tract 4310, Alameda County, California","1092","147","null","null","76","null","44","null","82","null","41","null","265","null","98","null","39","null","52","null","(X)","(X)","(X)","(X)","7.0","null","4.2","null","7.5","null","3.9","null","24.3","null","9.0","null","3.6","null","4.8","null","56","null","53","null","0","null","13","null","13","null","15","null","43","null","50","null","0","13","null","null","5.1","4.8","null","null","0.0","null","37.7","null","15.9","18.0","null","null","16.2","17.5","null","null","0.0","52.7","null","null",
"1400000US06001431100","Census Tract 4311, Alameda County, California","1318","166","null","null","270","null","110","null","33","null","26","null","113","null","58","null","81","null","67","null","(X)","(X)","(X)","(X)","20.5","null","8.1","null","2.5","null","2.0","null","8.6","null","4.4","null","6.1","null","4.9","null","62","null","50","null","42","null","48","null","8","null","12","null","12","null","12","null","0","13","null","null","4.7","3.8","null","null","15.6","null","16.7","null","24.2","33.2","null","null","10.6","10.6","null","null","0.0","36.4","null","null",
"1400000US06001431200","Census Tract 4312, Alameda County, California","2502","212","null","null","386","null","110","null","93","null","84","null","207","null","101","null","21","null","35","null","(X)","(X)","(X)","(X)","15.4","null","4.4","null","3.7","null","3.4","null","8.3","null","4.1","null","0.8","null","1.4","null","57","null","55","null","0","null","19","null","0","null","19","null","57","null","55","null","0","19","null","null","2.3","2.2","null","null","0.0","null","9.8","null","0.0","33.4","null","null","27.5","23.3","null","null","0.0","71.8","null","null",
"1400000US06001432100","Census Tract 4321, Alameda County, California","1390","122","null","null","194","null","81","null","70","null","44","null","170","null","63","null","0","null","13","null","(X)","(X)","(X)","(X)","14.0","null","5.6","null","5.0","null","3.2","null","12.2","null","4.3","null","0.0","null","2.8","null","46","null","46","null","35","null","43","null","0","null","13","null","11","null","17","null","0","13","null","null","3.3","3.2","null","null","18.0","null","18.9","null","0.0","39.3","null","null","6.5","11.0","null","null","-","**","**","-",
"1400000US06001432200","Census Tract 4322, Alameda County, California","1552","120","null","null","285","null","107","null","100","null","62","null","200","null","92","null","49","null","54","null","(X)","(X)","(X)","(X)","18.4","null","6.5","null","6.4","null","4.0","null","12.9","null","5.7","null","3.2","null","3.5","null","119","null","63","null","50","null","56","null","0","null","13","null","69","null","33","null","0","13","null","null","7.7","4.0","null","null","17.5","null","16.1","null","0.0","31.7","null","null","34.5","20.7","null","null","0.0","47.0","null","null",
"1400000US06001432300","Census Tract 4323, Alameda County, California","1738","202","null","null","338","null","75","null","51","null","47","null","348","null","90","null","10","null","17","null","(X)","(X)","(X)","(X)","19.4","null","4.5","null","2.9","null","2.7","null","20.0","null","5.3","null","0.6","null","1.0","null","89","null","52","null","13","null","19","null","0","null","13","null","76","null","50","null","0","13","null","null","5.1","3.1","null","null","3.8","null","5.9","null","0.0","46.1","null","null","21.8","14.4","null","null","0.0","100.0","null","null",
"1400000US06001432400","Census Tract 4324, Alameda County, California","1751","172","null","null","654","null","165","null","61","null","55","null","404","null","100","null","78","null","54","null","(X)","(X)","(X)","(X)","37.4","null","7.8","null","3.5","null","3.2","null","23.1","null","5.9","null","4.5","null","3.0","null","150","null","75","null","81","null","59","null","5","null","12","null","64","null","50","null","0","19","null","null","8.6","4.3","null","null","12.4","null","8.9","null","8.2","19.8","null","null","15.8","10.6","null","null","0.0","37.2","null","null",
"1400000US06001432501","Census Tract 4325.01, Alameda County, California","1439","161","null","null","345","null","96","null","53","null","48","null","578","null","126","null","37","null","56","null","(X)","(X)","(X)","(X)","24.0","null","6.9","null","3.7","null","3.3","null","40.2","null","6.4","null","2.6","null","3.8","null","271","null","105","null","48","null","47","null","8","null","12","null","215","null","103","null","0","13","null","null","18.8","6.5","null","null","13.9","null","12.8","null","15.1","27.3","null","null","37.2","15.6","null","null","0.0","54.1","null","null",
"1400000US06001432502","Census Tract 4325.02, Alameda County, California","1446","192","null","null","309","null","105","null","102","null","50","null","409","null","94","null","35","null","38","null","(X)","(X)","(X)","(X)","21.4","null","7.4","null","7.1","null","3.5","null","28.3","null","6.1","null","2.4","null","2.6","null","169","null","78","null","26","null","33","null","57","null","46","null","86","null","55","null","0","19","null","null","11.7","5.7","null","null","8.4","null","10.5","null","55.9","27.9","null","null","21.0","13.0","null","null","0.0","55.6","null","null",
"1400000US06001432601","Census Tract 4326.01, Alameda County, California","1793","365","null","null","326","null","76","null","131","null","84","null","310","null","116","null","14","null","23","null","(X)","(X)","(X)","(X)","18.2","null","5.8","null","7.3","null","4.8","null","17.3","null","7.1","null","0.8","null","1.3","null","60","null","63","null","29","null","56","null","0","null","13","null","31","null","33","null","0","13","null","null","3.3","3.4","null","null","8.9","null","16.7","null","0.0","25.8","null","null","10.0","12.2","null","null","0.0","87.9","null","null",
"1400000US06001432602","Census Tract 4326.02, Alameda County, California","1287","165","null","null","303","null","98","null","10","null","18","null","203","null","101","null","20","null","32","null","(X)","(X)","(X)","(X)","23.5","null","8.0","null","0.8","null","1.4","null","15.8","null","6.9","null","1.6","null","2.5","null","117","null","69","null","53","null","48","null","0","null","13","null","44","null","38","null","20","32","null","null","9.1","5.3","null","null","17.5","null","15.3","null","0.0","100.0","null","null","21.7","19.1","null","null","100.0","73.6","null","null",
"1400000US06001432700","Census Tract 4327, Alameda County, California","987","126","null","null","148","null","78","null","43","null","36","null","128","null","40","null","0","null","13","null","(X)","(X)","(X)","(X)","15.0","null","7.3","null","4.4","null","3.7","null","13.0","null","4.6","null","0.0","null","4.0","null","68","null","52","null","13","null","21","null","0","null","13","null","55","null","47","null","0","13","null","null","6.9","5.4","null","null","8.8","null","14.0","null","0.0","50.2","null","null","43.0","26.9","null","null","-","**","**","-",
"1400000US06001432800","Census Tract 4328, Alameda County, California","1466","222","null","null","186","null","83","null","73","null","56","null","241","null","108","null","41","null","33","null","(X)","(X)","(X)","(X)","12.7","null","5.9","null","5.0","null","3.8","null","16.4","null","7.4","null","2.8","null","2.2","null","113","null","77","null","10","null","16","null","0","null","13","null","103","null","75","null","0","13","null","null","7.7","5.2","null","null","5.4","null","8.7","null","0.0","38.5","null","null","42.7","23.8","null","null","0.0","51.4","null","null",
"1400000US06001433000","Census Tract 4330, Alameda County, California","1387","160","null","null","179","null","73","null","40","null","37","null","407","null","115","null","0","null","13","null","(X)","(X)","(X)","(X)","12.9","null","5.6","null","2.9","null","2.6","null","29.3","null","7.4","null","0.0","null","2.8","null","135","null","69","null","18","null","24","null","9","null","15","null","108","null","71","null","0","13","null","null","9.7","4.9","null","null","10.1","null","12.2","null","22.5","35.4","null","null","26.5","15.9","null","null","-","**","**","-",
"1400000US06001433102","Census Tract 4331.02, Alameda County, California","1320","137","null","null","278","null","65","null","35","null","30","null","496","null","137","null","18","null","16","null","(X)","(X)","(X)","(X)","21.1","null","4.9","null","2.7","null","2.3","null","37.6","null","7.8","null","1.4","null","1.3","null","230","null","126","null","31","null","26","null","0","null","13","null","199","null","123","null","0","13","null","null","17.4","8.4","null","null","11.2","null","8.6","null","0.0","55.6","null","null","40.1","16.7","null","null","0.0","77.5","null","null",
"1400000US06001433103","Census Tract 4331.03, Alameda County, California","1435","239","null","null","354","null","117","null","65","null","48","null","270","null","112","null","52","null","49","null","(X)","(X)","(X)","(X)","24.7","null","8.3","null","4.5","null","3.4","null","18.8","null","7.4","null","3.6","null","3.4","null","222","null","122","null","145","null","93","null","0","null","13","null","52","null","44","null","25","41","null","null","15.5","7.9","null","null","41.0","null","20.0","null","0.0","40.8","null","null","19.3","15.5","null","null","48.1","51.9","null","null",
"1400000US06001433104","Census Tract 4331.04, Alameda County, California","1731","146","null","null","272","null","130","null","55","null","49","null","118","null","70","null","24","null","28","null","(X)","(X)","(X)","(X)","15.7","null","7.5","null","3.2","null","2.8","null","6.8","null","4.0","null","1.4","null","1.6","null","149","null","97","null","75","null","80","null","11","null","16","null","51","null","50","null","12","18","null","null","8.6","5.5","null","null","27.6","null","23.6","null","20.0","33.7","null","null","43.2","30.5","null","null","50.0","50.0","null","null",
"1400000US06001433200","Census Tract 4332, Alameda County, California","2668","285","null","null","490","null","194","null","102","null","90","null","954","null","243","null","19","null","31","null","(X)","(X)","(X)","(X)","18.4","null","7.1","null","3.8","null","3.4","null","35.8","null","9.2","null","0.7","null","1.1","null","710","null","252","null","191","null","177","null","90","null","91","null","410","null","210","null","19","31","null","null","26.6","9.3","null","null","39.0","null","25.5","null","88.2","28.0","null","null","43.0","15.4","null","null","100.0","75.5","null","null",
"1400000US06001433300","Census Tract 4333, Alameda County, California","2045","140","null","null","351","null","162","null","103","null","75","null","847","null","188","null","0","null","19","null","(X)","(X)","(X)","(X)","17.2","null","7.7","null","5.0","null","3.6","null","41.4","null","9.0","null","0.0","null","1.9","null","384","null","162","null","27","null","40","null","12","null","22","null","345","null","158","null","0","19","null","null","18.8","7.8","null","null","7.7","null","12.1","null","11.7","21.0","null","null","40.7","13.6","null","null","-","**","**","-",
"1400000US06001433400","Census Tract 4334, Alameda County, California","2124","264","null","null","70","null","58","null","127","null","107","null","966","null","249","null","18","null","31","null","(X)","(X)","(X)","(X)","3.3","null","2.8","null","6.0","null","4.8","null","45.5","null","8.7","null","0.8","null","1.4","null","328","null","126","null","18","null","32","null","15","null","25","null","295","null","116","null","0","19","null","null","15.4","6.4","null","null","25.7","null","36.4","null","11.8","22.0","null","null","30.5","12.5","null","null","0.0","77.5","null","null",
"1400000US06001433500","Census Tract 4335, Alameda County, California","1502","298","null","null","163","null","54","null","52","null","33","null","701","null","284","null","6","null","11","null","(X)","(X)","(X)","(X)","10.9","null","4.3","null","3.5","null","2.3","null","46.7","null","10.7","null","0.4","null","0.7","null","383","null","282","null","36","null","39","null","7","null","11","null","340","null","277","null","0","13","null","null","25.5","14.6","null","null","22.1","null","24.2","null","13.5","24.7","null","null","48.5","23.2","null","null","0.0","100.0","null","null",
"1400000US06001433600","Census Tract 4336, Alameda County, California","2161","260","null","null","322","null","199","null","36","null","50","null","769","null","244","null","30","null","37","null","(X)","(X)","(X)","(X)","14.9","null","8.8","null","1.7","null","2.3","null","35.6","null","9.7","null","1.4","null","1.7","null","435","null","238","null","96","null","126","null","0","null","19","null","339","null","196","null","0","19","null","null","20.1","9.8","null","null","29.8","null","35.7","null","0.0","54.8","null","null","44.1","17.5","null","null","0.0","60.1","null","null",
"1400000US06001433700","Census Tract 4337, Alameda County, California","1016","109","null","null","460","null","101","null","17","null","23","null","186","null","74","null","0","null","13","null","(X)","(X)","(X)","(X)","45.3","null","8.6","null","1.7","null","2.2","null","18.3","null","7.5","null","0.0","null","3.9","null","34","null","31","null","3","null","5","null","0","null","13","null","31","null","30","null","0","13","null","null","3.3","3.0","null","null","0.7","null","1.0","null","0.0","79.8","null","null","16.7","16.7","null","null","-","**","**","-",
"1400000US06001433801","Census Tract 4338.01, Alameda County, California","1087","132","null","null","416","null","128","null","67","null","69","null","268","null","108","null","20","null","48","null","(X)","(X)","(X)","(X)","38.3","null","10.7","null","6.2","null","6.0","null","24.7","null","9.6","null","1.8","null","4.3","null","93","null","76","null","15","null","24","null","0","null","13","null","78","null","77","null","0","13","null","null","8.6","6.9","null","null","3.6","null","5.3","null","0.0","40.2","null","null","29.1","25.5","null","null","0.0","73.6","null","null",
"1400000US06001433802","Census Tract 4338.02, Alameda County, California","1510","307","null","null","194","null","119","null","181","null","239","null","498","null","128","null","8","null","15","null","(X)","(X)","(X)","(X)","12.8","null","8.4","null","12.0","null","14.1","null","33.0","null","9.5","null","0.5","null","1.0","null","274","null","241","null","0","null","13","null","153","null","236","null","121","null","69","null","0","13","null","null","18.1","13.5","null","null","0.0","null","18.5","null","84.5","40.1","null","null","24.3","13.6","null","null","0.0","100.0","null","null",
"1400000US06001433900","Census Tract 4339, Alameda County, California","2290","265","null","null","718","null","240","null","60","null","66","null","271","null","127","null","103","null","79","null","(X)","(X)","(X)","(X)","31.4","null","9.3","null","2.6","null","2.9","null","11.8","null","5.5","null","4.5","null","3.3","null","441","null","199","null","310","null","178","null","23","null","26","null","108","null","77","null","0","19","null","null","19.3","8.2","null","null","43.2","null","18.5","null","38.3","54.6","null","null","39.9","22.9","null","null","0.0","31.1","null","null",
"1400000US06001434000","Census Tract 4340, Alameda County, California","1693","197","null","null","685","null","142","null","18","null","21","null","232","null","88","null","45","null","43","null","(X)","(X)","(X)","(X)","40.5","null","7.6","null","1.1","null","1.2","null","13.7","null","5.0","null","2.7","null","2.5","null","323","null","120","null","200","null","103","null","18","null","21","null","89","null","58","null","16","28","null","null","19.1","7.0","null","null","29.2","null","13.2","null","100.0","77.5","null","null","38.4","25.6","null","null","35.6","49.0","null","null",
"1400000US06001435102","Census Tract 4351.02, Alameda County, California","1644","176","null","null","212","null","88","null","239","null","144","null","243","null","68","null","89","null","91","null","(X)","(X)","(X)","(X)","12.9","null","5.6","null","14.5","null","8.0","null","14.8","null","4.1","null","5.4","null","5.3","null","55","null","42","null","0","null","19","null","0","null","19","null","45","null","37","null","10","17","null","null","3.3","2.5","null","null","0.0","null","17.1","null","0.0","15.4","null","null","18.5","13.4","null","null","11.2","22.9","null","null",
"1400000US06001435103","Census Tract 4351.03, Alameda County, California","2539","205","null","null","239","null","115","null","448","null","199","null","688","null","147","null","56","null","47","null","(X)","(X)","(X)","(X)","9.4","null","4.6","null","17.6","null","7.4","null","27.1","null","5.9","null","2.2","null","1.8","null","110","null","81","null","0","null","19","null","0","null","19","null","110","null","81","null","0","19","null","null","4.3","3.2","null","null","0.0","null","15.4","null","0.0","8.5","null","null","16.0","11.4","null","null","0.0","44.0","null","null",
"1400000US06001435104","Census Tract 4351.04, Alameda County, California","2331","238","null","null","612","null","164","null","309","null","131","null","487","null","178","null","64","null","59","null","(X)","(X)","(X)","(X)","26.3","null","7.0","null","13.3","null","5.4","null","20.9","null","6.6","null","2.7","null","2.6","null","278","null","126","null","244","null","124","null","0","null","19","null","34","null","39","null","0","19","null","null","11.9","5.3","null","null","39.9","null","16.2","null","0.0","12.1","null","null","7.0","8.6","null","null","0.0","41.1","null","null",
"1400000US06001435200","Census Tract 4352, Alameda County, California","1465","174","null","null","256","null","86","null","156","null","82","null","236","null","66","null","18","null","20","null","(X)","(X)","(X)","(X)","17.5","null","6.4","null","10.6","null","5.2","null","16.1","null","4.8","null","1.2","null","1.4","null","61","null","37","null","9","null","14","null","14","null","22","null","38","null","28","null","0","13","null","null","4.2","2.6","null","null","3.5","null","5.6","null","9.0","15.3","null","null","16.1","12.0","null","null","0.0","77.5","null","null",
"1400000US06001435300","Census Tract 4353, Alameda County, California","1726","196","null","null","297","null","90","null","158","null","79","null","177","null","99","null","86","null","57","null","(X)","(X)","(X)","(X)","17.2","null","5.1","null","9.2","null","4.6","null","10.3","null","5.6","null","5.0","null","3.3","null","28","null","24","null","0","null","19","null","14","null","18","null","14","null","17","null","0","19","null","null","1.6","1.4","null","null","0.0","null","12.6","null","8.9","11.7","null","null","7.9","9.5","null","null","0.0","35.1","null","null",
"1400000US06001435400","Census Tract 4354, Alameda County, California","1931","203","null","null","290","null","108","null","103","null","60","null","327","null","103","null","28","null","40","null","(X)","(X)","(X)","(X)","15.0","null","4.9","null","5.3","null","3.2","null","16.9","null","5.3","null","1.5","null","2.0","null","214","null","97","null","65","null","66","null","22","null","30","null","127","null","71","null","0","19","null","null","11.1","4.8","null","null","22.4","null","18.5","null","21.4","25.1","null","null","38.8","16.4","null","null","0.0","62.2","null","null",
"1400000US06001435500","Census Tract 4355, Alameda County, California","1445","137","null","null","490","null","117","null","43","null","29","null","143","null","70","null","38","null","49","null","(X)","(X)","(X)","(X)","33.9","null","8.2","null","3.0","null","2.0","null","9.9","null","4.9","null","2.6","null","3.4","null","227","null","89","null","167","null","88","null","0","null","13","null","60","null","43","null","0","13","null","null","15.7","6.1","null","null","34.1","null","14.4","null","0.0","50.2","null","null","42.0","21.9","null","null","0.0","53.4","null","null",
"1400000US06001435601","Census Tract 4356.01, Alameda County, California","1526","140","null","null","622","null","151","null","111","null","86","null","196","null","79","null","36","null","54","null","(X)","(X)","(X)","(X)","40.8","null","8.6","null","7.3","null","5.4","null","12.8","null","5.2","null","2.4","null","3.5","null","214","null","107","null","131","null","86","null","10","null","17","null","73","null","55","null","0","19","null","null","14.0","6.8","null","null","21.1","null","11.8","null","9.0","17.5","null","null","37.2","23.3","null","null","0.0","54.8","null","null",
"1400000US06001435602","Census Tract 4356.02, Alameda County, California","1617","153","null","null","541","null","135","null","72","null","50","null","72","null","45","null","73","null","79","null","(X)","(X)","(X)","(X)","33.5","null","8.2","null","4.5","null","3.1","null","4.5","null","2.8","null","4.5","null","4.6","null","134","null","70","null","74","null","49","null","36","null","43","null","24","null","26","null","0","19","null","null","8.3","4.5","null","null","13.7","null","9.5","null","50.0","42.6","null","null","33.3","26.9","null","null","0.0","38.5","null","null",
"1400000US06001435700","Census Tract 4357, Alameda County, California","1535","161","null","null","457","null","131","null","76","null","51","null","182","null","69","null","0","null","19","null","(X)","(X)","(X)","(X)","29.8","null","8.8","null","5.0","null","3.3","null","11.9","null","4.7","null","0.0","null","2.6","null","109","null","76","null","62","null","60","null","10","null","15","null","37","null","32","null","0","19","null","null","7.1","5.0","null","null","13.6","null","12.8","null","13.2","21.3","null","null","20.3","19.0","null","null","-","**","**","-",
"1400000US06001435800","Census Tract 4358, Alameda County, California","1709","176","null","null","460","null","96","null","63","null","47","null","418","null","103","null","0","null","19","null","(X)","(X)","(X)","(X)","26.9","null","5.4","null","3.7","null","2.7","null","24.5","null","5.8","null","0.0","null","2.3","null","98","null","53","null","18","null","21","null","0","null","19","null","80","null","48","null","0","19","null","null","5.7","3.1","null","null","3.9","null","4.5","null","0.0","41.5","null","null","19.1","11.6","null","null","-","**","**","-",
"1400000US06001435900","Census Tract 4359, Alameda County, California","1584","149","null","null","277","null","56","null","42","null","39","null","511","null","148","null","12","null","19","null","(X)","(X)","(X)","(X)","17.5","null","3.7","null","2.7","null","2.5","null","32.3","null","7.4","null","0.8","null","1.2","null","132","null","61","null","0","null","19","null","0","null","19","null","132","null","61","null","0","19","null","null","8.3","3.8","null","null","0.0","null","13.4","null","0.0","50.8","null","null","25.8","13.3","null","null","0.0","95.0","null","null",
"1400000US06001436000","Census Tract 4360, Alameda County, California","1444","152","null","null","308","null","67","null","13","null","20","null","285","null","86","null","0","null","19","null","(X)","(X)","(X)","(X)","21.3","null","5.0","null","0.9","null","1.4","null","19.7","null","5.9","null","0.0","null","2.7","null","114","null","64","null","27","null","35","null","0","null","19","null","87","null","52","null","0","19","null","null","7.9","4.4","null","null","8.8","null","11.6","null","0.0","91.2","null","null","30.5","14.7","null","null","-","**","**","-",
"1400000US06001436100","Census Tract 4361, Alameda County, California","1802","216","null","null","547","null","108","null","25","null","24","null","670","null","211","null","2","null","7","null","(X)","(X)","(X)","(X)","30.4","null","5.7","null","1.4","null","1.3","null","37.2","null","8.4","null","0.1","null","0.4","null","332","null","145","null","53","null","58","null","17","null","20","null","262","null","134","null","0","19","null","null","18.4","7.4","null","null","9.7","null","10.3","null","68.0","46.1","null","null","39.1","16.4","null","null","0.0","100.0","null","null",
"1400000US06001436200","Census Tract 4362, Alameda County, California","1293","176","null","null","748","null","194","null","68","null","66","null","73","null","46","null","7","null","14","null","(X)","(X)","(X)","(X)","57.8","null","9.6","null","5.3","null","5.1","null","5.6","null","3.5","null","0.5","null","1.1","null","179","null","96","null","149","null","90","null","0","null","13","null","23","null","28","null","7","14","null","null","13.8","7.1","null","null","19.9","null","12.7","null","0.0","39.9","null","null","31.5","29.4","null","null","100.0","100.0","null","null",
"1400000US06001436301","Census Tract 4363.01, Alameda County, California","1890","214","null","null","693","null","179","null","135","null","127","null","381","null","149","null","35","null","39","null","(X)","(X)","(X)","(X)","36.7","null","8.5","null","7.1","null","6.5","null","20.2","null","7.6","null","1.9","null","2.1","null","165","null","91","null","111","null","75","null","0","null","19","null","54","null","52","null","0","19","null","null","8.7","5.0","null","null","16.0","null","11.6","null","0.0","25.2","null","null","14.2","12.9","null","null","0.0","55.6","null","null",
"1400000US06001436302","Census Tract 4363.02, Alameda County, California","1258","142","null","null","415","null","102","null","8","null","13","null","241","null","75","null","0","null","13","null","(X)","(X)","(X)","(X)","33.0","null","7.7","null","0.6","null","1.0","null","19.2","null","6.3","null","0.0","null","3.1","null","91","null","45","null","61","null","42","null","0","null","13","null","30","null","33","null","0","13","null","null","7.2","3.9","null","null","14.7","null","10.7","null","0.0","100.0","null","null","12.4","13.2","null","null","-","**","**","-",
